line_id,timestamp,level
18,2025-02-08 20:00:00,34.27
19,2025-02-08 20:00:00,65.66
20,2025-02-08 20:00:00,59.16
1,2025-02-08 20:15:00,50.12
2,2025-02-08 20:15:00,82.63
3,2025-02-08 20:15:00,84.16
4,2025-02-08 20:15:00,49.19
5,2025-02-08 20:15:00,62.9
6,2025-02-08 20:15:00,75.84
7,2025-02-08 20:15:00,58.64
8,2025-02-08 20:15:00,70.01
9,2025-02-08 20:15:00,29.76
10,2025-02-08 20:15:00,18.06
11,2025-02-08 20:15:00,61.59
12,2025-02-08 20:15:00,54.13
13,2025-02-08 20:15:00,49.63
14,2025-02-08 20:15:00,23.99
15,2025-02-08 20:15:00,32.81
16,2025-02-08 20:15:00,76.19
17,2025-02-08 20:15:00,41.42
18,2025-02-08 20:15:00,32.96
19,2025-02-08 20:15:00,65.68
20,2025-02-08 20:15:00,56.71
1,2025-02-08 20:30:00,50.18
2,2025-02-08 20:30:00,81.43
3,2025-02-08 20:30:00,82.22
4,2025-02-08 20:30:00,49.17
5,2025-02-08 20:30:00,61.16
6,2025-02-08 20:30:00,75.47
7,2025-02-08 20:30:00,58.58
8,2025-02-08 20:30:00,68.12
9,2025-02-08 20:30:00,83.06
10,2025-02-08 20:30:00,18.06
11,2025-02-08 20:30:00,60.4
12,2025-02-08 20:30:00,52.71
13,2025-02-08 20:30:00,49.67
14,2025-02-08 20:30:00,23.14
15,2025-02-08 20:30:00,31.14
16,2025-02-08 20:30:00,76.21
17,2025-02-08 20:30:00,40.46
18,2025-02-08 20:30:00,32.1
19,2025-02-08 20:30:00,65.63
20,2025-02-08 20:30:00,55.11
1,2025-02-08 20:45:00,50.25
2,2025-02-08 20:45:00,79.87
3,2025-02-08 20:45:00,81.48
4,2025-02-08 20:45:00,49.16
5,2025-02-08 20:45:00,60.06
6,2025-02-08 20:45:00,74.38
7,2025-02-08 20:45:00,58.51
8,2025-02-08 20:45:00,66.31
9,2025-02-08 20:45:00,82.0
10,2025-02-08 20:45:00,18.08
11,2025-02-08 20:45:00,60.06
12,2025-02-08 20:45:00,51.4
13,2025-02-08 20:45:00,49.66
14,2025-02-08 20:45:00,21.2
15,2025-02-08 20:45:00,79.51
16,2025-02-08 20:45:00,76.24
17,2025-02-08 20:45:00,39.6
18,2025-02-08 20:45:00,30.65
19,2025-02-08 20:45:00,65.56
20,2025-02-08 20:45:00,52.82
1,2025-02-08 21:00:00,50.34
2,2025-02-08 21:00:00,79.81
3,2025-02-08 21:00:00,80.14
4,2025-02-08 21:00:00,49.22
5,2025-02-08 21:00:00,60.14
6,2025-02-08 21:00:00,72.91
7,2025-02-08 21:00:00,58.45
8,2025-02-08 21:00:00,66.22
9,2025-02-08 21:00:00,81.0
10,2025-02-08 21:00:00,18.14
11,2025-02-08 21:00:00,60.01
12,2025-02-08 21:00:00,50.05
13,2025-02-08 21:00:00,49.57
14,2025-02-08 21:00:00,21.21
15,2025-02-08 21:00:00,77.47
16,2025-02-08 21:00:00,76.25
17,2025-02-08 21:00:00,39.54
18,2025-02-08 21:00:00,79.39
19,2025-02-08 21:00:00,65.53
20,2025-02-08 21:00:00,52.8
1,2025-02-08 21:15:00,50.4
2,2025-02-08 21:15:00,79.9
3,2025-02-08 21:15:00,79.0
4,2025-02-08 21:15:00,49.3
5,2025-02-08 21:15:00,60.17
6,2025-02-08 21:15:00,72.26
7,2025-02-08 21:15:00,58.5
8,2025-02-08 21:15:00,66.13
9,2025-02-08 21:15:00,79.23
10,2025-02-08 21:15:00,18.08
11,2025-02-08 21:15:00,60.05
12,2025-02-08 21:15:00,49.31
13,2025-02-08 21:15:00,49.51
14,2025-02-08 21:15:00,21.3
15,2025-02-08 21:15:00,75.5
16,2025-02-08 21:15:00,76.26
17,2025-02-08 21:15:00,39.49
18,2025-02-08 21:15:00,77.99
19,2025-02-08 21:15:00,65.57
20,2025-02-08 21:15:00,52.83
1,2025-02-08 21:30:00,50.42
2,2025-02-08 21:30:00,79.81
3,2025-02-08 21:30:00,77.14
4,2025-02-08 21:30:00,49.26
5,2025-02-08 21:30:00,60.08
6,2025-02-08 21:30:00,71.49
7,2025-02-08 21:30:00,58.56
8,2025-02-08 21:30:00,66.23
9,2025-02-08 21:30:00,77.9
10,2025-02-08 21:30:00,17.99
11,2025-02-08 21:30:00,60.13
12,2025-02-08 21:30:00,48.65
13,2025-02-08 21:30:00,49.54
14,2025-02-08 21:30:00,21.27
15,2025-02-08 21:30:00,74.14
16,2025-02-08 21:30:00,76.26
17,2025-02-08 21:30:00,39.46
18,2025-02-08 21:30:00,76.54
19,2025-02-08 21:30:00,65.6
20,2025-02-08 21:30:00,52.86
1,2025-02-08 21:45:00,50.45
2,2025-02-08 21:45:00,79.73
3,2025-02-08 21:45:00,75.95
4,2025-02-08 21:45:00,49.27
5,2025-02-08 21:45:00,60.13
6,2025-02-08 21:45:00,71.13
7,2025-02-08 21:45:00,58.59
8,2025-02-08 21:45:00,66.17
9,2025-02-08 21:45:00,76.18
10,2025-02-08 21:45:00,17.91
11,2025-02-08 21:45:00,60.1
12,2025-02-08 21:45:00,47.42
13,2025-02-08 21:45:00,49.56
14,2025-02-08 21:45:00,21.29
15,2025-02-08 21:45:00,72.78
16,2025-02-08 21:45:00,76.29
17,2025-02-08 21:45:00,39.49
18,2025-02-08 21:45:00,75.4
19,2025-02-08 21:45:00,65.51
20,2025-02-08 21:45:00,52.92
1,2025-02-08 22:00:00,50.36
2,2025-02-08 22:00:00,79.79
3,2025-02-08 22:00:00,75.95
4,2025-02-08 22:00:00,49.24
5,2025-02-08 22:00:00,60.17
6,2025-02-08 22:00:00,71.17
7,2025-02-08 22:00:00,58.58
8,2025-02-08 22:00:00,66.24
9,2025-02-08 22:00:00,76.22
10,2025-02-08 22:00:00,17.86
11,2025-02-08 22:00:00,60.13
12,2025-02-08 22:00:00,47.34
13,2025-02-08 22:00:00,49.54
14,2025-02-08 22:00:00,21.23
15,2025-02-08 22:00:00,72.84
16,2025-02-08 22:00:00,76.24
17,2025-02-08 22:00:00,39.48
18,2025-02-08 22:00:00,75.39
19,2025-02-08 22:00:00,65.51
20,2025-02-08 22:00:00,52.89
1,2025-02-08 22:15:00,50.45
2,2025-02-08 22:15:00,79.84
3,2025-02-08 22:15:00,75.85
4,2025-02-08 22:15:00,49.2
5,2025-02-08 22:15:00,60.23
6,2025-02-08 22:15:00,71.27
7,2025-02-08 22:15:00,58.54
8,2025-02-08 22:15:00,66.15
9,2025-02-08 22:15:00,76.23
10,2025-02-08 22:15:00,17.95
11,2025-02-08 22:15:00,60.04
12,2025-02-08 22:15:00,47.38
13,2025-02-08 22:15:00,49.48
14,2025-02-08 22:15:00,21.14
15,2025-02-08 22:15:00,72.87
16,2025-02-08 22:15:00,76.3
17,2025-02-08 22:15:00,39.58
18,2025-02-08 22:15:00,75.44
19,2025-02-08 22:15:00,65.45
20,2025-02-08 22:15:00,52.9
1,2025-02-08 22:30:00,50.52
2,2025-02-08 22:30:00,79.82
3,2025-02-08 22:30:00,75.76
4,2025-02-08 22:30:00,49.29
5,2025-02-08 22:30:00,60.29
6,2025-02-08 22:30:00,71.21
7,2025-02-08 22:30:00,58.53
8,2025-02-08 22:30:00,66.24
9,2025-02-08 22:30:00,76.23
10,2025-02-08 22:30:00,18.02
11,2025-02-08 22:30:00,60.03
12,2025-02-08 22:30:00,47.46
13,2025-02-08 22:30:00,49.53
14,2025-02-08 22:30:00,21.11
15,2025-02-08 22:30:00,72.97
16,2025-02-08 22:30:00,76.34
17,2025-02-08 22:30:00,39.63
18,2025-02-08 22:30:00,75.41
19,2025-02-08 22:30:00,65.48
20,2025-02-08 22:30:00,52.85
1,2025-02-08 22:45:00,50.47
2,2025-02-08 22:45:00,79.82
3,2025-02-08 22:45:00,75.85
4,2025-02-08 22:45:00,49.29
5,2025-02-08 22:45:00,60.38
6,2025-02-08 22:45:00,71.25
7,2025-02-08 22:45:00,58.48
8,2025-02-08 22:45:00,66.24
9,2025-02-08 22:45:00,76.24
10,2025-02-08 22:45:00,17.98
11,2025-02-08 22:45:00,60.06
12,2025-02-08 22:45:00,47.43
13,2025-02-08 22:45:00,49.46
14,2025-02-08 22:45:00,21.03
15,2025-02-08 22:45:00,72.92
16,2025-02-08 22:45:00,76.27
17,2025-02-08 22:45:00,39.64
18,2025-02-08 22:45:00,75.38
19,2025-02-08 22:45:00,65.58
20,2025-02-08 22:45:00,52.91
1,2025-02-08 23:00:00,50.41
2,2025-02-08 23:00:00,79.85
3,2025-02-08 23:00:00,75.77
4,2025-02-08 23:00:00,49.27
5,2025-02-08 23:00:00,60.29
6,2025-02-08 23:00:00,71.27
7,2025-02-08 23:00:00,58.54
8,2025-02-08 23:00:00,66.24
9,2025-02-08 23:00:00,76.3
10,2025-02-08 23:00:00,18.02
11,2025-02-08 23:00:00,59.98
12,2025-02-08 23:00:00,47.46
13,2025-02-08 23:00:00,49.47
14,2025-02-08 23:00:00,21.01
15,2025-02-08 23:00:00,72.86
16,2025-02-08 23:00:00,76.25
17,2025-02-08 23:00:00,39.6
18,2025-02-08 23:00:00,75.29
19,2025-02-08 23:00:00,65.64
20,2025-02-08 23:00:00,52.85
1,2025-02-08 23:15:00,50.45
2,2025-02-08 23:15:00,79.77
3,2025-02-08 23:15:00,75.81
4,2025-02-08 23:15:00,49.34
5,2025-02-08 23:15:00,60.38
6,2025-02-08 23:15:00,71.24
7,2025-02-08 23:15:00,58.64
8,2025-02-08 23:15:00,66.21
9,2025-02-08 23:15:00,76.27
10,2025-02-08 23:15:00,18.03
11,2025-02-08 23:15:00,60.01
12,2025-02-08 23:15:00,47.38
13,2025-02-08 23:15:00,49.46
14,2025-02-08 23:15:00,20.94
15,2025-02-08 23:15:00,72.85
16,2025-02-08 23:15:00,76.16
17,2025-02-08 23:15:00,39.61
18,2025-02-08 23:15:00,75.28
19,2025-02-08 23:15:00,65.71
20,2025-02-08 23:15:00,52.9
1,2025-02-08 23:30:00,50.41
2,2025-02-08 23:30:00,79.83
3,2025-02-08 23:30:00,75.79
4,2025-02-08 23:30:00,49.38
5,2025-02-08 23:30:00,60.35
6,2025-02-08 23:30:00,71.2
7,2025-02-08 23:30:00,58.63
8,2025-02-08 23:30:00,66.14
9,2025-02-08 23:30:00,76.27
10,2025-02-08 23:30:00,18.09
11,2025-02-08 23:30:00,60.06
12,2025-02-08 23:30:00,47.33
13,2025-02-08 23:30:00,49.39
14,2025-02-08 23:30:00,21.01
15,2025-02-08 23:30:00,72.89
16,2025-02-08 23:30:00,76.23
17,2025-02-08 23:30:00,39.62
18,2025-02-08 23:30:00,75.25
19,2025-02-08 23:30:00,65.73
20,2025-02-08 23:30:00,52.97
1,2025-02-08 23:45:00,50.38
2,2025-02-08 23:45:00,79.91
3,2025-02-08 23:45:00,75.75
4,2025-02-08 23:45:00,49.42
5,2025-02-08 23:45:00,60.38
6,2025-02-08 23:45:00,71.25
7,2025-02-08 23:45:00,58.67
8,2025-02-08 23:45:00,66.13
9,2025-02-08 23:45:00,76.2
10,2025-02-08 23:45:00,18.15
11,2025-02-08 23:45:00,60.08
12,2025-02-08 23:45:00,47.28
13,2025-02-08 23:45:00,49.46
14,2025-02-08 23:45:00,21.09
15,2025-02-08 23:45:00,72.85
16,2025-02-08 23:45:00,76.25
17,2025-02-08 23:45:00,39.55
18,2025-02-08 23:45:00,75.27
19,2025-02-08 23:45:00,65.74
20,2025-02-08 23:45:00,52.93
1,2025-02-09 00:00:00,50.28
2,2025-02-09 00:00:00,79.99
3,2025-02-09 00:00:00,75.83
4,2025-02-09 00:00:00,49.5
5,2025-02-09 00:00:00,60.41
6,2025-02-09 00:00:00,71.26
7,2025-02-09 00:00:00,58.62
8,2025-02-09 00:00:00,66.14
9,2025-02-09 00:00:00,76.19
10,2025-02-09 00:00:00,18.16
11,2025-02-09 00:00:00,60.17
12,2025-02-09 00:00:00,47.3
13,2025-02-09 00:00:00,49.55
14,2025-02-09 00:00:00,21.05
15,2025-02-09 00:00:00,72.84
16,2025-02-09 00:00:00,76.32
17,2025-02-09 00:00:00,39.52
18,2025-02-09 00:00:00,75.22
19,2025-02-09 00:00:00,65.75
20,2025-02-09 00:00:00,52.83
1,2025-02-09 00:15:00,50.35
2,2025-02-09 00:15:00,80.02
3,2025-02-09 00:15:00,75.89
4,2025-02-09 00:15:00,49.52
5,2025-02-09 00:15:00,60.32
6,2025-02-09 00:15:00,71.27
7,2025-02-09 00:15:00,58.72
8,2025-02-09 00:15:00,66.12
9,2025-02-09 00:15:00,76.12
10,2025-02-09 00:15:00,18.1
11,2025-02-09 00:15:00,60.22
12,2025-02-09 00:15:00,47.31
13,2025-02-09 00:15:00,49.56
14,2025-02-09 00:15:00,20.98
15,2025-02-09 00:15:00,72.91
16,2025-02-09 00:15:00,76.28
17,2025-02-09 00:15:00,39.52
18,2025-02-09 00:15:00,75.17
19,2025-02-09 00:15:00,65.66
20,2025-02-09 00:15:00,52.81
1,2025-02-09 00:30:00,50.36
2,2025-02-09 00:30:00,79.92
3,2025-02-09 00:30:00,75.83
4,2025-02-09 00:30:00,49.55
5,2025-02-09 00:30:00,60.23
6,2025-02-09 00:30:00,71.34
7,2025-02-09 00:30:00,58.75
8,2025-02-09 00:30:00,66.04
9,2025-02-09 00:30:00,76.14
10,2025-02-09 00:30:00,18.13
11,2025-02-09 00:30:00,60.25
12,2025-02-09 00:30:00,47.35
13,2025-02-09 00:30:00,49.56
14,2025-02-09 00:30:00,21.04
15,2025-02-09 00:30:00,72.86
16,2025-02-09 00:30:00,76.33
17,2025-02-09 00:30:00,39.59
18,2025-02-09 00:30:00,75.27
19,2025-02-09 00:30:00,65.62
20,2025-02-09 00:30:00,52.89
1,2025-02-09 00:45:00,50.34
2,2025-02-09 00:45:00,79.85
3,2025-02-09 00:45:00,75.73
4,2025-02-09 00:45:00,49.56
5,2025-02-09 00:45:00,60.16
6,2025-02-09 00:45:00,71.29
7,2025-02-09 00:45:00,58.75
8,2025-02-09 00:45:00,66.08
9,2025-02-09 00:45:00,76.23
10,2025-02-09 00:45:00,18.23
11,2025-02-09 00:45:00,60.19
12,2025-02-09 00:45:00,47.45
13,2025-02-09 00:45:00,49.55
14,2025-02-09 00:45:00,21.04
15,2025-02-09 00:45:00,72.88
16,2025-02-09 00:45:00,76.26
17,2025-02-09 00:45:00,39.63
18,2025-02-09 00:45:00,75.29
19,2025-02-09 00:45:00,65.53
20,2025-02-09 00:45:00,52.84
1,2025-02-09 01:00:00,50.27
2,2025-02-09 01:00:00,79.78
3,2025-02-09 01:00:00,75.67
4,2025-02-09 01:00:00,49.55
5,2025-02-09 01:00:00,60.23
6,2025-02-09 01:00:00,71.19
7,2025-02-09 01:00:00,58.81
8,2025-02-09 01:00:00,66.16
9,2025-02-09 01:00:00,76.17
10,2025-02-09 01:00:00,18.22
11,2025-02-09 01:00:00,60.13
12,2025-02-09 01:00:00,47.51
13,2025-02-09 01:00:00,49.53
14,2025-02-09 01:00:00,20.95
15,2025-02-09 01:00:00,72.92
16,2025-02-09 01:00:00,76.26
17,2025-02-09 01:00:00,39.71
18,2025-02-09 01:00:00,75.31
19,2025-02-09 01:00:00,65.49
20,2025-02-09 01:00:00,52.89
1,2025-02-09 01:15:00,50.3
2,2025-02-09 01:15:00,79.79
3,2025-02-09 01:15:00,75.68
4,2025-02-09 01:15:00,49.47
5,2025-02-09 01:15:00,60.17
6,2025-02-09 01:15:00,71.23
7,2025-02-09 01:15:00,58.87
8,2025-02-09 01:15:00,66.26
9,2025-02-09 01:15:00,76.21
10,2025-02-09 01:15:00,18.27
11,2025-02-09 01:15:00,60.16
12,2025-02-09 01:15:00,47.48
13,2025-02-09 01:15:00,49.58
14,2025-02-09 01:15:00,20.86
15,2025-02-09 01:15:00,72.97
16,2025-02-09 01:15:00,76.23
17,2025-02-09 01:15:00,39.71
18,2025-02-09 01:15:00,75.28
19,2025-02-09 01:15:00,65.57
20,2025-02-09 01:15:00,52.82
1,2025-02-09 01:30:00,50.21
2,2025-02-09 01:30:00,79.77
3,2025-02-09 01:30:00,75.7
4,2025-02-09 01:30:00,49.47
5,2025-02-09 01:30:00,60.1
6,2025-02-09 01:30:00,71.23
7,2025-02-09 01:30:00,58.82
8,2025-02-09 01:30:00,66.34
9,2025-02-09 01:30:00,76.25
10,2025-02-09 01:30:00,18.22
11,2025-02-09 01:30:00,60.16
12,2025-02-09 01:30:00,47.5
13,2025-02-09 01:30:00,49.64
14,2025-02-09 01:30:00,20.88
15,2025-02-09 01:30:00,72.9
16,2025-02-09 01:30:00,76.26
17,2025-02-09 01:30:00,39.68
18,2025-02-09 01:30:00,75.21
19,2025-02-09 01:30:00,65.51
20,2025-02-09 01:30:00,52.79
1,2025-02-09 01:45:00,50.26
2,2025-02-09 01:45:00,79.79
3,2025-02-09 01:45:00,75.61
4,2025-02-09 01:45:00,49.44
5,2025-02-09 01:45:00,60.06
6,2025-02-09 01:45:00,71.27
7,2025-02-09 01:45:00,58.78
8,2025-02-09 01:45:00,66.4
9,2025-02-09 01:45:00,76.33
10,2025-02-09 01:45:00,18.14
11,2025-02-09 01:45:00,60.16
12,2025-02-09 01:45:00,47.56
13,2025-02-09 01:45:00,49.67
14,2025-02-09 01:45:00,20.86
15,2025-02-09 01:45:00,72.95
16,2025-02-09 01:45:00,76.35
17,2025-02-09 01:45:00,39.64
18,2025-02-09 01:45:00,75.22
19,2025-02-09 01:45:00,65.43
20,2025-02-09 01:45:00,52.71
1,2025-02-09 02:00:00,50.2
2,2025-02-09 02:00:00,79.73
3,2025-02-09 02:00:00,75.71
4,2025-02-09 02:00:00,49.44
5,2025-02-09 02:00:00,60.02
6,2025-02-09 02:00:00,71.29
7,2025-02-09 02:00:00,58.79
8,2025-02-09 02:00:00,66.45
9,2025-02-09 02:00:00,76.36
10,2025-02-09 02:00:00,18.08
11,2025-02-09 02:00:00,60.13
12,2025-02-09 02:00:00,47.48
13,2025-02-09 02:00:00,49.68
14,2025-02-09 02:00:00,20.76
15,2025-02-09 02:00:00,72.86
16,2025-02-09 02:00:00,76.42
17,2025-02-09 02:00:00,39.71
18,2025-02-09 02:00:00,75.29
19,2025-02-09 02:00:00,65.51
20,2025-02-09 02:00:00,52.7
1,2025-02-09 02:15:00,50.18
2,2025-02-09 02:15:00,79.77
3,2025-02-09 02:15:00,75.81
4,2025-02-09 02:15:00,49.47
5,2025-02-09 02:15:00,60.05
6,2025-02-09 02:15:00,71.3
7,2025-02-09 02:15:00,58.83
8,2025-02-09 02:15:00,66.49
9,2025-02-09 02:15:00,76.29
10,2025-02-09 02:15:00,18.02
11,2025-02-09 02:15:00,60.15
12,2025-02-09 02:15:00,47.55
13,2025-02-09 02:15:00,49.68
14,2025-02-09 02:15:00,20.73
15,2025-02-09 02:15:00,72.92
16,2025-02-09 02:15:00,76.45
17,2025-02-09 02:15:00,39.73
18,2025-02-09 02:15:00,75.24
19,2025-02-09 02:15:00,65.54
20,2025-02-09 02:15:00,52.75
1,2025-02-09 02:30:00,50.15
2,2025-02-09 02:30:00,79.73
3,2025-02-09 02:30:00,75.81
4,2025-02-09 02:30:00,49.42
5,2025-02-09 02:30:00,60.14
6,2025-02-09 02:30:00,71.36
7,2025-02-09 02:30:00,58.84
8,2025-02-09 02:30:00,66.52
9,2025-02-09 02:30:00,76.37
10,2025-02-09 02:30:00,17.93
11,2025-02-09 02:30:00,60.07
12,2025-02-09 02:30:00,47.51
13,2025-02-09 02:30:00,49.66
14,2025-02-09 02:30:00,20.71
15,2025-02-09 02:30:00,72.91
16,2025-02-09 02:30:00,76.46
17,2025-02-09 02:30:00,39.8
18,2025-02-09 02:30:00,75.31
19,2025-02-09 02:30:00,65.53
20,2025-02-09 02:30:00,52.68
1,2025-02-09 02:45:00,50.12
2,2025-02-09 02:45:00,79.74
3,2025-02-09 02:45:00,75.83
4,2025-02-09 02:45:00,49.37
5,2025-02-09 02:45:00,60.06
6,2025-02-09 02:45:00,71.3
7,2025-02-09 02:45:00,58.94
8,2025-02-09 02:45:00,66.6
9,2025-02-09 02:45:00,76.28
10,2025-02-09 02:45:00,17.88
11,2025-02-09 02:45:00,59.99
12,2025-02-09 02:45:00,47.6
13,2025-02-09 02:45:00,49.68
14,2025-02-09 02:45:00,20.61
15,2025-02-09 02:45:00,72.99
16,2025-02-09 02:45:00,76.47
17,2025-02-09 02:45:00,39.79
18,2025-02-09 02:45:00,75.41
19,2025-02-09 02:45:00,65.44
20,2025-02-09 02:45:00,52.61
1,2025-02-09 03:00:00,50.16
2,2025-02-09 03:00:00,79.82
3,2025-02-09 03:00:00,75.84
4,2025-02-09 03:00:00,49.32
5,2025-02-09 03:00:00,59.97
6,2025-02-09 03:00:00,71.34
7,2025-02-09 03:00:00,58.94
8,2025-02-09 03:00:00,66.7
9,2025-02-09 03:00:00,76.34
10,2025-02-09 03:00:00,17.83
11,2025-02-09 03:00:00,60.02
12,2025-02-09 03:00:00,47.69
13,2025-02-09 03:00:00,49.64
14,2025-02-09 03:00:00,20.68
15,2025-02-09 03:00:00,73.05
16,2025-02-09 03:00:00,76.51
17,2025-02-09 03:00:00,39.87
18,2025-02-09 03:00:00,75.51
19,2025-02-09 03:00:00,65.41
20,2025-02-09 03:00:00,52.68
1,2025-02-09 03:15:00,50.22
2,2025-02-09 03:15:00,79.78
3,2025-02-09 03:15:00,75.77
4,2025-02-09 03:15:00,49.28
5,2025-02-09 03:15:00,59.93
6,2025-02-09 03:15:00,71.29
7,2025-02-09 03:15:00,58.88
8,2025-02-09 03:15:00,66.72
9,2025-02-09 03:15:00,76.29
10,2025-02-09 03:15:00,17.76
11,2025-02-09 03:15:00,60.05
12,2025-02-09 03:15:00,47.64
13,2025-02-09 03:15:00,49.68
14,2025-02-09 03:15:00,20.68
15,2025-02-09 03:15:00,73.08
16,2025-02-09 03:15:00,76.59
17,2025-02-09 03:15:00,39.78
18,2025-02-09 03:15:00,75.46
19,2025-02-09 03:15:00,65.33
20,2025-02-09 03:15:00,52.72
1,2025-02-09 03:30:00,50.23
2,2025-02-09 03:30:00,79.87
3,2025-02-09 03:30:00,75.82
4,2025-02-09 03:30:00,49.28
5,2025-02-09 03:30:00,60.02
6,2025-02-09 03:30:00,71.19
7,2025-02-09 03:30:00,58.97
8,2025-02-09 03:30:00,66.79
9,2025-02-09 03:30:00,76.29
10,2025-02-09 03:30:00,17.83
11,2025-02-09 03:30:00,60.15
12,2025-02-09 03:30:00,47.59
13,2025-02-09 03:30:00,49.58
14,2025-02-09 03:30:00,20.71
15,2025-02-09 03:30:00,73.14
16,2025-02-09 03:30:00,76.54
17,2025-02-09 03:30:00,39.87
18,2025-02-09 03:30:00,75.43
19,2025-02-09 03:30:00,65.37
20,2025-02-09 03:30:00,52.74
1,2025-02-09 03:45:00,50.15
2,2025-02-09 03:45:00,79.86
3,2025-02-09 03:45:00,75.91
4,2025-02-09 03:45:00,49.24
5,2025-02-09 03:45:00,60.06
6,2025-02-09 03:45:00,71.21
7,2025-02-09 03:45:00,58.94
8,2025-02-09 03:45:00,66.88
9,2025-02-09 03:45:00,76.32
10,2025-02-09 03:45:00,17.79
11,2025-02-09 03:45:00,60.12
12,2025-02-09 03:45:00,47.67
13,2025-02-09 03:45:00,49.63
14,2025-02-09 03:45:00,20.73
15,2025-02-09 03:45:00,73.22
16,2025-02-09 03:45:00,76.46
17,2025-02-09 03:45:00,39.8
18,2025-02-09 03:45:00,75.43
19,2025-02-09 03:45:00,65.28
20,2025-02-09 03:45:00,52.76
1,2025-02-09 04:00:00,50.06
2,2025-02-09 04:00:00,79.96
3,2025-02-09 04:00:00,75.85
4,2025-02-09 04:00:00,49.32
5,2025-02-09 04:00:00,59.98
6,2025-02-09 04:00:00,71.29
7,2025-02-09 04:00:00,58.99
8,2025-02-09 04:00:00,66.87
9,2025-02-09 04:00:00,76.26
10,2025-02-09 04:00:00,17.7
11,2025-02-09 04:00:00,60.16
12,2025-02-09 04:00:00,47.69
13,2025-02-09 04:00:00,49.66
14,2025-02-09 04:00:00,20.7
15,2025-02-09 04:00:00,73.13
16,2025-02-09 04:00:00,76.45
17,2025-02-09 04:00:00,39.83
18,2025-02-09 04:00:00,75.52
19,2025-02-09 04:00:00,65.24
20,2025-02-09 04:00:00,52.73
1,2025-02-09 04:15:00,49.99
2,2025-02-09 04:15:00,79.93
3,2025-02-09 04:15:00,75.76
4,2025-02-09 04:15:00,49.4
5,2025-02-09 04:15:00,60.06
6,2025-02-09 04:15:00,71.22
7,2025-02-09 04:15:00,58.9
8,2025-02-09 04:15:00,66.87
9,2025-02-09 04:15:00,76.28
10,2025-02-09 04:15:00,17.77
11,2025-02-09 04:15:00,60.23
12,2025-02-09 04:15:00,47.74
13,2025-02-09 04:15:00,49.67
14,2025-02-09 04:15:00,20.8
15,2025-02-09 04:15:00,73.23
16,2025-02-09 04:15:00,76.46
17,2025-02-09 04:15:00,39.82
18,2025-02-09 04:15:00,75.57
19,2025-02-09 04:15:00,65.33
20,2025-02-09 04:15:00,52.64
1,2025-02-09 04:30:00,50.01
2,2025-02-09 04:30:00,79.85
3,2025-02-09 04:30:00,75.66
4,2025-02-09 04:30:00,49.41
5,2025-02-09 04:30:00,60.11
6,2025-02-09 04:30:00,71.2
7,2025-02-09 04:30:00,58.89
8,2025-02-09 04:30:00,66.79
9,2025-02-09 04:30:00,76.29
10,2025-02-09 04:30:00,17.85
11,2025-02-09 04:30:00,60.18
12,2025-02-09 04:30:00,47.73
13,2025-02-09 04:30:00,49.65
14,2025-02-09 04:30:00,20.79
15,2025-02-09 04:30:00,73.32
16,2025-02-09 04:30:00,76.38
17,2025-02-09 04:30:00,39.84
18,2025-02-09 04:30:00,75.54
19,2025-02-09 04:30:00,65.27
20,2025-02-09 04:30:00,52.61
1,2025-02-09 04:45:00,50.04
2,2025-02-09 04:45:00,79.75
3,2025-02-09 04:45:00,75.66
4,2025-02-09 04:45:00,49.38
5,2025-02-09 04:45:00,60.12
6,2025-02-09 04:45:00,71.12
7,2025-02-09 04:45:00,58.83
8,2025-02-09 04:45:00,66.71
9,2025-02-09 04:45:00,76.34
10,2025-02-09 04:45:00,17.75
11,2025-02-09 04:45:00,60.24
12,2025-02-09 04:45:00,47.7
13,2025-02-09 04:45:00,49.68
14,2025-02-09 04:45:00,20.87
15,2025-02-09 04:45:00,73.33
16,2025-02-09 04:45:00,76.47
17,2025-02-09 04:45:00,39.84
18,2025-02-09 04:45:00,75.55
19,2025-02-09 04:45:00,65.32
20,2025-02-09 04:45:00,52.56
1,2025-02-09 05:00:00,49.99
2,2025-02-09 05:00:00,79.85
3,2025-02-09 05:00:00,75.59
4,2025-02-09 05:00:00,49.34
5,2025-02-09 05:00:00,60.15
6,2025-02-09 05:00:00,71.19
7,2025-02-09 05:00:00,58.89
8,2025-02-09 05:00:00,66.72
9,2025-02-09 05:00:00,76.3
10,2025-02-09 05:00:00,17.71
11,2025-02-09 05:00:00,60.29
12,2025-02-09 05:00:00,47.69
13,2025-02-09 05:00:00,49.63
14,2025-02-09 05:00:00,20.95
15,2025-02-09 05:00:00,73.23
16,2025-02-09 05:00:00,76.48
17,2025-02-09 05:00:00,39.86
18,2025-02-09 05:00:00,75.61
19,2025-02-09 05:00:00,65.41
20,2025-02-09 05:00:00,52.6
1,2025-02-09 05:15:00,50.02
2,2025-02-09 05:15:00,79.83
3,2025-02-09 05:15:00,75.66
4,2025-02-09 05:15:00,49.41
5,2025-02-09 05:15:00,60.07
6,2025-02-09 05:15:00,71.1
7,2025-02-09 05:15:00,58.81
8,2025-02-09 05:15:00,66.63
9,2025-02-09 05:15:00,76.26
10,2025-02-09 05:15:00,17.66
11,2025-02-09 05:15:00,60.21
12,2025-02-09 05:15:00,47.62
13,2025-02-09 05:15:00,49.68
